feedback_date,theme,theme_count,total_feedback,theme_share,theme_label
2024-01-01,app_performance,25,132,0.1893939393939394,App Performance
2024-01-02,app_performance,20,132,0.1515151515151515,App Performance
2024-01-03,app_performance,22,146,0.1506849315068493,App Performance
2024-01-04,app_performance,29,154,0.1883116883116883,App Performance
2024-01-05,app_performance,20,134,0.1492537313432835,App Performance
2024-01-06,app_performance,18,142,0.1267605633802817,App Performance
2024-01-07,app_performance,25,148,0.1689189189189189,App Performance
2024-01-08,app_performance,15,140,0.1071428571428571,App Performance
2024-01-09,app_performance,28,152,0.1842105263157894,App Performance
2024-01-10,app_performance,15,134,0.1119402985074626,App Performance
2024-01-11,app_performance,19,145,0.1310344827586207,App Performance
2024-01-12,app_performance,18,104,0.173076923076923,App Performance
2024-01-13,app_performance,33,140,0.2357142857142857,App Performance
2024-01-14,app_performance,25,142,0.176056338028169,App Performance
2024-01-15,app_performance,27,130,0.2076923076923077,App Performance
2024-01-16,app_performance,17,113,0.1504424778761062,App Performance
2024-01-17,app_performance,19,130,0.1461538461538461,App Performance
2024-01-18,app_performance,14,145,0.096551724137931,App Performance
2024-01-19,app_performance,26,133,0.1954887218045112,App Performance
2024-01-20,app_performance,24,137,0.1751824817518248,App Performance
2024-01-21,app_performance,15,144,0.1041666666666666,App Performance
2024-01-22,app_performance,19,147,0.1292517006802721,App Performance
2024-01-23,app_performance,25,153,0.1633986928104575,App Performance
2024-01-24,app_performance,25,132,0.1893939393939394,App Performance
2024-01-25,app_performance,28,147,0.1904761904761904,App Performance
2024-01-26,app_performance,22,133,0.1654135338345864,App Performance
2024-01-27,app_performance,20,146,0.136986301369863,App Performance
2024-01-28,app_performance,18,138,0.1304347826086956,App Performance
2024-01-29,app_performance,18,127,0.1417322834645669,App Performance
2024-01-30,app_performance,20,131,0.1526717557251908,App Performance
2024-01-31,app_performance,22,123,0.1788617886178861,App Performance
2024-02-01,app_performance,22,140,0.1571428571428571,App Performance
2024-02-02,app_performance,17,116,0.146551724137931,App Performance
2024-02-03,app_performance,18,113,0.1592920353982301,App Performance
2024-02-04,app_performance,17,138,0.1231884057971014,App Performance
2024-02-05,app_performance,22,135,0.1629629629629629,App Performance
2024-02-06,app_performance,21,124,0.1693548387096774,App Performance
2024-02-07,app_performance,26,131,0.1984732824427481,App Performance
2024-02-08,app_performance,14,110,0.1272727272727272,App Performance
2024-02-09,app_performance,24,125,0.192,App Performance
2024-02-10,app_performance,15,138,0.108695652173913,App Performance
2024-02-11,app_performance,18,125,0.144,App Performance
2024-02-12,app_performance,18,151,0.119205298013245,App Performance
2024-02-13,app_performance,15,119,0.1260504201680672,App Performance
2024-02-14,app_performance,24,158,0.1518987341772152,App Performance
2024-02-15,app_performance,14,126,0.1111111111111111,App Performance
2024-02-16,app_performance,17,120,0.1416666666666666,App Performance
2024-02-17,app_performance,18,126,0.1428571428571428,App Performance
2024-02-18,app_performance,18,130,0.1384615384615384,App Performance
2024-02-19,app_performance,21,140,0.15,App Performance
2024-02-20,app_performance,20,133,0.150375939849624,App Performance
2024-02-21,app_performance,22,141,0.1560283687943262,App Performance
2024-02-22,app_performance,17,138,0.1231884057971014,App Performance
2024-02-23,app_performance,20,139,0.1438848920863309,App Performance
2024-02-24,app_performance,20,128,0.15625,App Performance
2024-02-25,app_performance,18,126,0.1428571428571428,App Performance
2024-02-26,app_performance,17,119,0.1428571428571428,App Performance
2024-02-27,app_performance,16,125,0.128,App Performance
2024-02-28,app_performance,21,126,0.1666666666666666,App Performance
2024-02-29,app_performance,9,126,0.0714285714285714,App Performance
2024-03-01,app_performance,20,121,0.1652892561983471,App Performance
2024-03-02,app_performance,20,141,0.1418439716312056,App Performance
2024-03-03,app_performance,21,136,0.1544117647058823,App Performance
2024-03-04,app_performance,19,128,0.1484375,App Performance
2024-03-05,app_performance,14,109,0.128440366972477,App Performance
2024-03-06,app_performance,20,111,0.1801801801801801,App Performance
2024-03-07,app_performance,19,129,0.1472868217054263,App Performance
2024-03-08,app_performance,18,113,0.1592920353982301,App Performance
2024-03-09,app_performance,17,127,0.1338582677165354,App Performance
2024-03-10,app_performance,16,128,0.125,App Performance
2024-03-11,app_performance,21,133,0.1578947368421052,App Performance
2024-03-12,app_performance,18,109,0.1651376146788991,App Performance
